ZIP_CO,ZIP3,CITYNM,TOWNNM,ROADNM
100001,100,臺北市,中正區,永綏街
100003,100,臺北市,中正區,沅陵街
100004,100,臺北市,中正區,重慶南路一段
100005,100,臺北市,中正區,中華路一段
100006,100,臺北市,中正區,中華路一段
100007,100,臺北市,中正區,忠孝西路一段
100008,100,臺北市,中正區,中山南路
100009,100,臺北市,中正區,中山北路一段
100010,100,臺北市,中正區,忠孝東路二段
100011,100,臺北市,中正區,延平南路
100012,100,臺北市,中正區,中山南路
100013,100,臺北市,中正區,八德路一段
100014,100,臺北市,中正區,仁愛路二段
100015,100,臺北市,中正區,信義路二段
100016,100,臺北市,中正區,信義路二段
100017,100,臺北市,中正區,仁愛路二段
100018,100,臺北市,中正區,仁愛路二段
100019,100,臺北市,中正區,仁愛路一段
100020,100,臺北市,中正區,仁愛路二段
100022,100,臺北市,中正區,杭州南路一段
100023,100,臺北市,中正區,杭州南路一段
100024,100,臺北市,中正區,忠孝東路一段
100025,100,臺北市,中正區,仁愛路一段
100026,100,臺北市,中正區,丹陽街
100027,100,臺北市,中正區,和平西路一段
100028,100,臺北市,中正區,和平西路一段
100029,100,臺北市,中正區,金華街
100030,100,臺北市,中正區,杭州南路二段
100031,100,臺北市,中正區,林森南路
100032,100,臺北市,中正區,辛亥路一段
100033,100,臺北市,中正區,金門街
100034,100,臺北市,中正區,金門街
100035,100,臺北市,中正區,南昌路一段
100037,100,臺北市,中正區,同安街
100038,100,臺北市,中正區,同安街
100039,100,臺北市,中正區,牯嶺街
100040,100,臺北市,中正區,南昌路二段
100041,100,臺北市,中正區,晉江街
100043,100,臺北市,中正區,水源路
100045,100,臺北市,中正區,師大路
100046,100,臺北市,中正區,汀州路三段
100047,100,臺北市,中正區,永春街
100048,100,臺北市,中正區,汀州路三段
100049,100,臺北市,中正區,汀州路二段
100050,100,臺北市,中正區,永春街
100051,100,臺北市,中正區,南海路
100052,100,臺北市,中正區,南海路
100053,100,臺北市,中正區,三元街
100054,100,臺北市,中正區,重慶南路三段
100055,100,臺北市,中正區,南昌路一段
100056,100,臺北市,中正區,牯嶺街
100057,100,臺北市,中正區,延平南路
100058,100,臺北市,中正區,中華路二段
100059,100,臺北市,中正區,大埔街
100060,100,臺北市,中正區,三元街
100061,100,臺北市,中正區,中華路二段
100062,100,臺北市,中正區,中華路二段
100063,100,臺北市,中正區,中華路二段
100065,100,臺北市,中正區,中華路二段
100066,100,臺北市,中正區,中華路二段
100201,100,臺北市,中正區,中山南路
100202,100,臺北市,中正區,凱達格蘭大道
100203,100,臺北市,中正區,重慶南路一段
100204,100,臺北市,中正區,重慶南路一段
100205,100,臺北市,中正區,博愛路
100206,100,臺北市,中正區,博愛路
100207,100,臺北市,中正區,羅斯福路一段
100208,100,臺北市,中正區,羅斯福路三段
100209,100,臺北市,中正區,愛國西路
100210,100,臺北市,中正區,福州街
100211,100,臺北市,中正區,潮州街
100212,100,臺北市,中正區,南海路
100213,100,臺北市,中正區,廣州街
100214,100,臺北市,中正區,廣州街
100215,100,臺北市,中正區,羅斯福路一段
100216,100,臺北市,中正區,忠孝東路一段
100217,100,臺北市,中正區,中山南路
100218,100,臺北市,中正區,徐州路
100219,100,臺北市,中正區,濟南路一段
100220,100,臺北市,中正區,中山南路
100221,100,臺北市,中正區,青島東路
100222,100,臺北市,中正區,濟南路一段
100223,100,臺北市,中正區,寶慶路
100224,100,臺北市,中正區,濟南路一段
100225,100,臺北市,中正區,中山南路
100226,100,臺北市,中正區,中山南路
100227,100,臺北市,中正區,公園路
100228,100,臺北市,中正區,青島東路
100229,100,臺北市,中正區,常德街
100230,100,臺北市,中正區,天津街
100231,100,臺北市,中正區,忠孝東路一段
100232,100,臺北市,中正區,羅斯福路一段
100233,100,臺北市,中正區,仁愛路一段
100234,100,臺北市,中正區,愛國西路
100235,100,臺北市,中正區,北平東路
100243,100,臺北市,中正區,羅斯福路一段
100299,100,臺北市,中正區,仁愛路一段
100402,100,臺北市,中正區,仁愛路一段
100403,100,臺北市,中正區,館前路
100404,100,臺北市,中正區,羅斯福路二段
100405,100,臺北市,中正區,忠孝西路一段
100406,100,臺北市,中正區,忠孝東路一段
100407,100,臺北市,中正區,忠孝東路一段
100408,100,臺北市,中正區,愛國東路
100409,100,臺北市,中正區,重慶南路二段
100410,100,臺北市,中正區,八德路一段
100411,100,臺北市,中正區,忠孝東路二段
100412,100,臺北市,中正區,忠孝東路二段
100413,100,臺北市,中正區,中華路一段
100414,100,臺北市,中正區,中華路二段
100415,100,臺北市,中正區,許昌街
100416,100,臺北市,中正區,襄陽路
100417,100,臺北市,中正區,襄陽路
100418,100,臺北市,中正區,重慶南路一段
100419,100,臺北市,中正區,衡陽路
100420,100,臺北市,中正區,羅斯福路二段
100421,100,臺北市,中正區,忠孝西路一段
100501,100,臺北市,中正區,武昌街一段
100502,100,臺北市,中正區,重慶南路一段
100503,100,臺北市,中正區,重慶南路一段
100504,100,臺北市,中正區,衡陽路
100505,100,臺北市,中正區,衡陽路
100506,100,臺北市,中正區,忠孝西路一段
100507,100,臺北市,中正區,忠孝西路一段
100508,100,臺北市,中正區,福州街
100509,100,臺北市,中正區,重慶南路一段
100510,100,臺北市,中正區,新生南路一段
103001,103,臺北市,大同區,民生西路
103002,103,臺北市,大同區,忠孝西路二段
103003,103,臺北市,大同區,永昌街
103004,103,臺北市,大同區,民權西路
103005,103,臺北市,大同區,民生西路
103006,103,臺北市,大同區,民生西路
103007,103,臺北市,大同區,天水路
103008,103,臺北市,大同區,民生西路
103009,103,臺北市,大同區,民生西路
103010,103,臺北市,大同區,民權西路
103012,103,臺北市,大同區,甘谷街
103013,103,臺北市,大同區,承德路一段
103014,103,臺北市,大同區,太原路
103015,103,臺北市,大同區,太原路
103016,103,臺北市,大同區,太原路
103017,103,臺北市,大同區,赤峰街
103018,103,臺北市,大同區,民生西路
103019,103,臺北市,大同區,太原路
103020,103,臺北市,大同區,五原路
103022,103,臺北市,大同區,太原路
103023,103,臺北市,大同區,民生西路
103024,103,臺北市,大同區,民生西路
103025,103,臺北市,大同區,民權西路
103026,103,臺北市,大同區,民族西路
103027,103,臺北市,大同區,民權西路
103028,103,臺北市,大同區,民族西路
103029,103,臺北市,大同區,大龍街
103030,103,臺北市,大同區,哈密街
103031,103,臺北市,大同區,民族西路
103032,103,臺北市,大同區,承德路三段
103033,103,臺北市,大同區,民族西路
103034,103,臺北市,大同區,民族西路
103035,103,臺北市,大同區,延平北路四段
103036,103,臺北市,大同區,哈密街
103037,103,臺北市,大同區,大龍街
103038,103,臺北市,大同區,大龍街
103039,103,臺北市,大同區,大龍街
103040,103,臺北市,大同區,哈密街
103041,103,臺北市,大同區,民權西路
103042,103,臺北市,大同區,民族西路
103043,103,臺北市,大同區,迪化街二段
103044,103,臺北市,大同區,民族西路
103045,103,臺北市,大同區,民權西路
103046,103,臺北市,大同區,大龍街
103047,103,臺北市,大同區,承德路二段
103048,103,臺北市,大同區,哈密街
103205,103,臺北市,大同區,塔城街
103210,103,臺北市,大同區,迪化街一段
103211,103,臺北市,大同區,重慶北路二段
103212,103,臺北市,大同區,鄭州路
103221,103,臺北市,大同區,民權西路
103226,103,臺北市,大同區,昌吉街
103247,103,臺北市,大同區,承德路三段
103250,103,臺北市,大同區,重慶北路三段
103261,103,臺北市,大同區,重慶北路二段
103301,103,臺北市,大同區,西寧北路
103303,103,臺北市,大同區,承德路三段
103304,103,臺北市,大同區,延平北路二段
103310,103,臺北市,大同區,延平北路二段
103313,103,臺北市,大同區,長安西路
103320,103,臺北市,大同區,太原路
103324,103,臺北市,大同區,寧夏路
103325,103,臺北市,大同區,重慶北路三段
103332,103,臺北市,大同區,承德路三段
103338,103,臺北市,大同區,大龍街
103339,103,臺北市,大同區,大龍街
103340,103,臺北市,大同區,哈密街
103341,103,臺北市,大同區,昌吉街
103345,103,臺北市,大同區,承德路二段
103347,103,臺北市,大同區,錦西街
103348,103,臺北市,大同區,敦煌路
103401,103,臺北市,大同區,西寧北路
103405,103,臺北市,大同區,塔城街
103420,103,臺北市,大同區,南京西路
103424,103,臺北市,大同區,重慶北路二段
103432,103,臺北市,大同區,承德路三段
103445,103,臺北市,大同區,承德路二段
103601,103,臺北市,大同區,西寧北路
103602,103,臺北市,大同區,長安西路
103605,103,臺北市,大同區,塔城街
103606,103,臺北市,大同區,延平北路二段
103607,103,臺北市,大同區,重慶北路一段
103608,103,臺北市,大同區,重慶北路二段
103609,103,臺北市,大同區,延平北路二段
103610,103,臺北市,大同區,延平北路二段
103612,103,臺北市,大同區,甘谷街
103613,103,臺北市,大同區,承德路一段
103614,103,臺北市,大同區,承德路一段
103616,103,臺北市,大同區,長安西路
103617,103,臺北市,大同區,承德路二段
103619,103,臺北市,大同區,重慶北路二段
103620,103,臺北市,大同區,承德路二段
103622,103,臺北市,大同區,承德路一段
103624,103,臺北市,大同區,重慶北路二段
103626,103,臺北市,大同區,重慶北路三段
103629,103,臺北市,大同區,重慶北路三段
103632,103,臺北市,大同區,承德路三段
103636,103,臺北市,大同區,重慶北路三段
103638,103,臺北市,大同區,承德路三段
103642,103,臺北市,大同區,重慶北路三段
103645,103,臺北市,大同區,承德路二段
103745,103,臺北市,大同區,民權西路
104001,104,臺北市,中山區,中山北路一段
104002,104,臺北市,中山區,中山北路一段
104003,104,臺北市,中山區,中山北路一段
104004,104,臺北市,中山區,中山北路一段
104005,104,臺北市,中山區,中山北路一段
104006,104,臺北市,中山區,市民大道二段
104007,104,臺北市,中山區,林森北路
104008,104,臺北市,中山區,林森北路
104009,104,臺北市,中山區,市民大道三段
104010,104,臺北市,中山區,中山北路二段
104011,104,臺北市,中山區,中山北路二段
104012,104,臺北市,中山區,林森北路
104013,104,臺北市,中山區,民生東路一段
104014,104,臺北市,中山區,中山北路二段
104015,104,臺北市,中山區,中山北路二段
104016,104,臺北市,中山區,中山北路二段
104017,104,臺北市,中山區,中山北路二段
104018,104,臺北市,中山區,中山北路二段
104019,104,臺北市,中山區,天祥路
104020,104,臺北市,中山區,中原街
104021,104,臺北市,中山區,民生東路二段
104022,104,臺北市,中山區,民權東路二段
104023,104,臺北市,中山區,民權東路二段
104024,104,臺北市,中山區,中原街
104025,104,臺北市,中山區,民權東路二段
104026,104,臺北市,中山區,天祥路
104027,104,臺北市,中山區,中山北路二段
104028,104,臺北市,中山區,中山北路二段
104029,104,臺北市,中山區,中山北路二段
104030,104,臺北市,中山區,林森北路
104031,104,臺北市,中山區,林森北路
104032,104,臺北市,中山區,中原街
104033,104,臺北市,中山區,新生北路三段
104034,104,臺北市,中山區,農安街
104035,104,臺北市,中山區,吉林路
104036,104,臺北市,中山區,大直街
104037,104,臺北市,中山區,大直街
104039,104,臺北市,中山區,民族東路
104040,104,臺北市,中山區,大直街
104041,104,臺北市,中山區,北安路
104042,104,臺北市,中山區,大直街
104043,104,臺北市,中山區,北安路
104044,104,臺北市,中山區,北安路
104045,104,臺北市,中山區,北安路
104046,104,臺北市,中山區,明水路
104047,104,臺北市,中山區,北安路
104048,104,臺北市,中山區,明水路
104050,104,臺北市,中山區,植福路
104051,104,臺北市,中山區,北安路
104052,104,臺北市,中山區,基湖路
104053,104,臺北市,中山區,堤頂大道二段
104054,104,臺北市,中山區,民族東路
104055,104,臺北市,中山區,吉林路
104056,104,臺北市,中山區,民權東路二段
104057,104,臺北市,中山區,吉林路
104058,104,臺北市,中山區,民族東路
104060,104,臺北市,中山區,五常街
104061,104,臺北市,中山區,民族東路
104062,104,臺北市,中山區,五常街
104063,104,臺北市,中山區,復興北路
104064,104,臺北市,中山區,五常街
104065,104,臺北市,中山區,五常街
104066,104,臺北市,中山區,五常街
104067,104,臺北市,中山區,民族東路
104068,104,臺北市,中山區,民權東路二段
104069,104,臺北市,中山區,建國北路三段
104070,104,臺北市,中山區,民權東路二段
104071,104,臺北市,中山區,民權東路二段
104072,104,臺北市,中山區,松江路
104073,104,臺北市,中山區,民生東路二段
104074,104,臺北市,中山區,四平街
104075,104,臺北市,中山區,四平街
104076,104,臺北市,中山區,合江街
104077,104,臺北市,中山區,民權東路三段
104078,104,臺北市,中山區,民權東路三段
104079,104,臺北市,中山區,民權東路三段
104080,104,臺北市,中山區,民生東路三段
104081,104,臺北市,中山區,合江街
104082,104,臺北市,中山區,合江街
104083,104,臺北市,中山區,民生東路三段
104084,104,臺北市,中山區,吉林路
104085,104,臺北市,中山區,民生東路二段
104086,104,臺北市,中山區,松江路
104087,104,臺北市,中山區,中原街
104088,104,臺北市,中山區,一江街
104089,104,臺北市,中山區,吉林路
104090,104,臺北市,中山區,吉林路
104091,104,臺北市,中山區,一江街
104092,104,臺北市,中山區,一江街
104093,104,臺北市,中山區,松江路
104094,104,臺北市,中山區,伊通街
104095,104,臺北市,中山區,伊通街
104096,104,臺北市,中山區,伊通街
104097,104,臺北市,中山區,八德路二段
104098,104,臺北市,中山區,八德路二段
104099,104,臺北市,中山區,八德路二段
104100,104,臺北市,中山區,八德路二段
104101,104,臺北市,中山區,八德路二段
104102,104,臺北市,中山區,長安東路二段
104103,104,臺北市,中山區,朱崙街
104104,104,臺北市,中山區,朱崙街
104105,104,臺北市,中山區,南京東路三段
104106,104,臺北市,中山區,長春路
104107,104,臺北市,中山區,南京東路三段
104108,104,臺北市,中山區,長春路
104109,104,臺北市,中山區,長春路
104110,104,臺北市,中山區,合江街
104111,104,臺北市,中山區,民生東路三段
104112,104,臺北市,中山區,民生東路三段
104201,104,臺北市,中山區,中山北路一段
104202,104,臺北市,中山區,中山北路一段
104204,104,臺北市,中山區,中山北路二段
104216,104,臺北市,中山區,中山北路二段
104217,104,臺北市,中山區,中山北路二段
104218,104,臺北市,中山區,中山北路二段
104222,104,臺北市,中山區,錦州街
104223,104,臺北市,中山區,松江路
104224,104,臺北市,中山區,新生北路二段
104226,104,臺北市,中山區,民權西路
104227,104,臺北市,中山區,中山北路三段
104230,104,臺北市,中山區,林森北路
104231,104,臺北市,中山區,林森北路
104237,104,臺北市,中山區,北安路
104239,104,臺北市,中山區,民族東路
104243,104,臺北市,中山區,北安路
104244,104,臺北市,中山區,北安路
104247,104,臺北市,中山區,北安路
104252,104,臺北市,中山區,樂群二路
104256,104,臺北市,中山區,松江路
104257,104,臺北市,中山區,松江路
104262,104,臺北市,中山區,龍江路
104267,104,臺北市,中山區,民族東路
104272,104,臺北市,中山區,松江路
104282,104,臺北市,中山區,長春路
104288,104,臺北市,中山區,長春路
104289,104,臺北市,中山區,南京東路二段
104297,104,臺北市,中山區,長安東路二段
104299,104,臺北市,中山區,建國北路一段
104313,104,臺北市,中山區,林森北路
104322,104,臺北市,中山區,安東街
104327,104,臺北市,中山區,中山北路三段
104328,104,臺北市,中山區,民權東路一段
104332,104,臺北市,中山區,新生北路三段
104336,104,臺北市,中山區,大直街
104337,104,臺北市,中山區,大直街
104344,104,臺北市,中山區,北安路
104346,104,臺北市,中山區,明水路
104353,104,臺北市,中山區,樂群二路
104358,104,臺北市,中山區,濱江街
104362,104,臺北市,中山區,五常街
104372,104,臺北市,中山區,長春路
104380,104,臺北市,中山區,民生東路三段
104382,104,臺北市,中山區,合江街
104391,104,臺北市,中山區,吉林路
104402,104,臺北市,中山區,南京西路
104403,104,臺北市,中山區,長安東路一段
104404,104,臺北市,中山區,中山北路二段
104405,104,臺北市,中山區,中山北路一段
104406,104,臺北市,中山區,長安東路一段
104408,104,臺北市,中山區,南京東路一段
104410,104,臺北市,中山區,中山北路二段
104411,104,臺北市,中山區,中山北路二段
104414,104,臺北市,中山區,中山北路二段
104415,104,臺北市,中山區,中山北路二段
104416,104,臺北市,中山區,中山北路二段
104418,104,臺北市,中山區,中山北路二段
104419,104,臺北市,中山區,民生東路一段
104421,104,臺北市,中山區,民生東路二段
104422,104,臺北市,中山區,松江路
104424,104,臺北市,中山區,錦州街
104425,104,臺北市,中山區,民權東路二段
104426,104,臺北市,中山區,民權西路
104427,104,臺北市,中山區,中山北路三段
104429,104,臺北市,中山區,中山北路三段
104431,104,臺北市,中山區,林森北路
104436,104,臺北市,中山區,大直街
104439,104,臺北市,中山區,德惠街
104451,104,臺北市,中山區,明水路
104452,104,臺北市,中山區,樂群二路
104456,104,臺北市,中山區,松江路
104458,104,臺北市,中山區,濱江街
104462,104,臺北市,中山區,復興北路
104470,104,臺北市,中山區,民權東路二段
104471,104,臺北市,中山區,建國北路二段
104472,104,臺北市,中山區,松江路
104473,104,臺北市,中山區,民生東路二段
104474,104,臺北市,中山區,松江路
104475,104,臺北市,中山區,南京東路二段
104476,104,臺北市,中山區,建國北路二段
104477,104,臺北市,中山區,民權東路三段
104478,104,臺北市,中山區,民權東路三段
104480,104,臺北市,中山區,民生東路三段
104482,104,臺北市,中山區,長春路
104483,104,臺北市,中山區,民生東路三段
104484,104,臺北市,中山區,吉林路
104486,104,臺北市,中山區,松江路
104488,104,臺北市,中山區,松江路
104489,104,臺北市,中山區,吉林路
104490,104,臺北市,中山區,松江路
104491,104,臺北市,中山區,松江路
104492,104,臺北市,中山區,松江路
104495,104,臺北市,中山區,松江路
104496,104,臺北市,中山區,南京東路二段
104498,104,臺北市,中山區,八德路二段
104499,104,臺北市,中山區,八德路二段
104502,104,臺北市,中山區,復興北路
104503,104,臺北市,中山區,南京東路三段
104504,104,臺北市,中山區,復興北路
104505,104,臺北市,中山區,南京東路三段
104506,104,臺北市,中山區,南京東路三段
104507,104,臺北市,中山區,南京東路三段
104508,104,臺北市,中山區,長春路
104509,104,臺北市,中山區,復興北路
104510,104,臺北市,中山區,南京東路三段
104511,104,臺北市,中山區,民生東路三段
104609,104,臺北市,中山區,新生北路一段
104610,104,臺北市,中山區,長春路
104611,104,臺北市,中山區,中山北路二段
104612,104,臺北市,中山區,民生東路一段
104613,104,臺北市,中山區,林森北路
104614,104,臺北市,中山區,林森北路
104615,104,臺北市,中山區,中山北路二段
104618,104,臺北市,中山區,中山北路二段
104619,104,臺北市,中山區,民生東路一段
104620,104,臺北市,中山區,民生東路二段
104621,104,臺北市,中山區,民生東路二段
104623,104,臺北市,中山區,松江路
104624,104,臺北市,中山區,新生北路二段
104625,104,臺北市,中山區,民權東路二段
104626,104,臺北市,中山區,民權西路
104627,104,臺北市,中山區,天祥路
104628,104,臺北市,中山區,雙城街
104630,104,臺北市,中山區,林森北路
104631,104,臺北市,中山區,德惠街
104632,104,臺北市,中山區,新生北路三段
104634,104,臺北市,中山區,農安街
104639,104,臺北市,中山區,新生北路三段
104643,104,臺北市,中山區,北安路
104648,104,臺北市,中山區,樂群二路
104652,104,臺北市,中山區,樂群二路
104655,104,臺北市,中山區,松江路
104670,104,臺北市,中山區,松江路
104671,104,臺北市,中山區,建國北路二段
104676,104,臺北市,中山區,建國北路二段
104678,104,臺北市,中山區,民權東路三段
104679,104,臺北市,中山區,民權東路三段
104680,104,臺北市,中山區,復興北路
104683,104,臺北市,中山區,建國北路二段
104689,104,臺北市,中山區,南京東路二段
104695,104,臺北市,中山區,松江路
104698,104,臺北市,中山區,復興南路一段
104701,104,臺北市,中山區,長安東路二段
104703,104,臺北市,中山區,朱崙街
104706,104,臺北市,中山區,長春路
104707,104,臺北市,中山區,南京東路三段
104709,104,臺北市,中山區,長春路
105001,105,臺北市,松山區,民生東路四段
105002,105,臺北市,松山區,五常街
105003,105,臺北市,松山區,民生東路四段
105004,105,臺北市,松山區,民生東路四段
105005,105,臺北市,松山區,民生東路三段
105006,105,臺北市,松山區,民生東路三段
105007,105,臺北市,松山區,民生東路三段
105008,105,臺北市,松山區,民生東路四段
105010,105,臺北市,松山區,民生東路五段
105011,105,臺北市,松山區,民生東路四段
105012,105,臺北市,松山區,三民路
105013,105,臺北市,松山區,三民路
105014,105,臺北市,松山區,三民路
105015,105,臺北市,松山區,民生東路五段
105016,105,臺北市,松山區,民生東路四段
105017,105,臺北市,松山區,民生東路四段
105018,105,臺北市,松山區,民生東路三段
105020,105,臺北市,松山區,南京東路三段
105021,105,臺北市,松山區,長春路
105022,105,臺北市,松山區,南京東路四段
105023,105,臺北市,松山區,南京東路四段
105024,105,臺北市,松山區,南京東路四段
105025,105,臺北市,松山區,光復北路
105026,105,臺北市,松山區,光復北路
105027,105,臺北市,松山區,三民路
105028,105,臺北市,松山區,三民路
105030,105,臺北市,松山區,三民路
105031,105,臺北市,松山區,南京東路五段
105032,105,臺北市,松山區,三民路
105033,105,臺北市,松山區,光復北路
105034,105,臺北市,松山區,八德路四段
105035,105,臺北市,松山區,八德路四段
105036,105,臺北市,松山區,三民路
105037,105,臺北市,松山區,八德路三段
105038,105,臺北市,松山區,八德路三段
105039,105,臺北市,松山區,南京東路三段
105040,105,臺北市,松山區,八德路二段
105041,105,臺北市,松山區,八德路二段
105042,105,臺北市,松山區,八德路二段
105044,105,臺北市,松山區,八德路三段
105045,105,臺北市,松山區,八德路三段
105046,105,臺北市,松山區,八德路三段
105047,105,臺北市,松山區,八德路三段
105048,105,臺北市,松山區,八德路三段
105049,105,臺北市,松山區,八德路三段
105050,105,臺北市,松山區,八德路四段
105051,105,臺北市,松山區,八德路四段
105052,105,臺北市,松山區,八德路四段
105053,105,臺北市,松山區,八德路四段
105054,105,臺北市,松山區,南京東路五段
105055,105,臺北市,松山區,八德路四段
105056,105,臺北市,松山區,八德路四段
105057,105,臺北市,松山區,八德路四段
105058,105,臺北市,松山區,八德路四段
105059,105,臺北市,松山區,八德路四段
105060,105,臺北市,松山區,南京東路五段
105062,105,臺北市,松山區,南京東路五段
105063,105,臺北市,松山區,南京東路五段
105064,105,臺北市,松山區,三民路
105065,105,臺北市,松山區,民生東路五段
105066,105,臺北市,松山區,民生東路五段
105067,105,臺北市,松山區,三民路
105068,105,臺北市,松山區,健康路
105069,105,臺北市,松山區,三民路
105070,105,臺北市,松山區,三民路
105072,105,臺北市,松山區,三民路
105073,105,臺北市,松山區,民生東路五段
105074,105,臺北市,松山區,撫遠街
105075,105,臺北市,松山區,撫遠街
105076,105,臺北市,松山區,敦化北路
105210,105,臺北市,松山區,八德路四段
105212,105,臺北市,松山區,八德路四段
105309,105,臺北市,松山區,健康路
105401,105,臺北市,松山區,民權東路三段
105402,105,臺北市,松山區,民生東路三段
105403,105,臺北市,松山區,長春路
105404,105,臺北市,松山區,八德路二段
105405,105,臺北市,松山區,民生東路三段
105406,105,臺北市,松山區,民生東路四段
105407,105,臺北市,松山區,八德路三段
105408,105,臺北市,松山區,敦化南路一段
105409,105,臺北市,松山區,南京東路五段
105410,105,臺北市,松山區,八德路四段
105411,105,臺北市,松山區,南京東路四段
105412,105,臺北市,松山區,八德路四段
105602,105,臺北市,松山區,民生東路三段
105603,105,臺北市,松山區,民權東路三段
105604,105,臺北市,松山區,八德路二段
105606,105,臺北市,松山區,敦化北路
105608,105,臺北市,松山區,八德路三段
105609,105,臺北市,松山區,三民路
105610,105,臺北市,松山區,南京東路五段
105611,105,臺北市,松山區,南京東路五段
105612,105,臺北市,松山區,八德路四段
106001,106,臺北市,大安區,杭州南路二段
106002,106,臺北市,大安區,杭州南路二段
106003,106,臺北市,大安區,和平東路一段
106004,106,臺北市,大安區,和平東路一段
106005,106,臺北市,大安區,永康街
106006,106,臺北市,大安區,金山南路二段
106007,106,臺北市,大安區,永康街
106008,106,臺北市,大安區,永康街
106009,106,臺北市,大安區,永康街
106010,106,臺北市,大安區,永康街
106011,106,臺北市,大安區,和平東路一段
106012,106,臺北市,大安區,和平東路一段
106013,106,臺北市,大安區,師大路
106014,106,臺北市,大安區,師大路
106015,106,臺北市,大安區,和平東路一段
106016,106,臺北市,大安區,師大路
106017,106,臺北市,大安區,辛亥路一段
106018,106,臺北市,大安區,辛亥路一段
106019,106,臺北市,大安區,羅斯福路三段
106020,106,臺北市,大安區,辛亥路一段
106021,106,臺北市,大安區,新生南路三段
106022,106,臺北市,大安區,信義路三段
106023,106,臺北市,大安區,信義路三段
106024,106,臺北市,大安區,和平東路二段
106025,106,臺北市,大安區,和平東路二段
106026,106,臺北市,大安區,辛亥路二段
106027,106,臺北市,大安區,辛亥路二段
106028,106,臺北市,大安區,信義路三段
106029,106,臺北市,大安區,瑞安街
106030,106,臺北市,大安區,和平東路二段
106031,106,臺北市,大安區,辛亥路二段
106032,106,臺北市,大安區,舟山路
106033,106,臺北市,大安區,和平東路二段
106034,106,臺北市,大安區,辛亥路三段
106035,106,臺北市,大安區,基隆路二段
106036,106,臺北市,大安區,和平東路三段
106037,106,臺北市,大安區,辛亥路三段
106038,106,臺北市,大安區,芳蘭路
106039,106,臺北市,大安區,安居街
106040,106,臺北市,大安區,安居街
106041,106,臺北市,大安區,安居街
106042,106,臺北市,大安區,臥龍街
106043,106,臺北市,大安區,和平東路三段
106044,106,臺北市,大安區,和平東路三段
106045,106,臺北市,大安區,安和路二段
106046,106,臺北市,大安區,安和路二段
106047,106,臺北市,大安區,文昌街
106048,106,臺北市,大安區,文昌街
106049,106,臺北市,大安區,信義路四段
106050,106,臺北市,大安區,信義路四段
106051,106,臺北市,大安區,基隆路二段
106052,106,臺北市,大安區,基隆路二段
106053,106,臺北市,大安區,通化街
106054,106,臺北市,大安區,通化街
106055,106,臺北市,大安區,和平東路三段
106056,106,臺北市,大安區,安和路二段
106057,106,臺北市,大安區,安和路一段
106059,106,臺北市,大安區,忠孝東路四段
106060,106,臺北市,大安區,仁愛路四段
106061,106,臺北市,大安區,光復南路
106062,106,臺北市,大安區,仁愛路四段
106063,106,臺北市,大安區,仁愛路四段
106064,106,臺北市,大安區,仁愛路四段
106065,106,臺北市,大安區,仁愛路四段
106066,106,臺北市,大安區,安和路一段
106067,106,臺北市,大安區,仁愛路四段
106068,106,臺北市,大安區,光復南路
106069,106,臺北市,大安區,大安路一段
106070,106,臺北市,大安區,大安路一段
106071,106,臺北市,大安區,大安路一段
106073,106,臺北市,大安區,大安路一段
106074,106,臺北市,大安區,大安路一段
106075,106,臺北市,大安區,市民大道四段
106076,106,臺北市,大安區,忠孝東路四段
106077,106,臺北市,大安區,延吉街
106078,106,臺北市,大安區,延吉街
106079,106,臺北市,大安區,市民大道四段
106080,106,臺北市,大安區,忠孝東路三段
106081,106,臺北市,大安區,市民大道三段
106082,106,臺北市,大安區,安東街
106083,106,臺北市,大安區,八德路二段
106084,106,臺北市,大安區,忠孝東路三段
106085,106,臺北市,大安區,仁愛路三段
106087,106,臺北市,大安區,仁愛路三段
106088,106,臺北市,大安區,仁愛路三段
106089,106,臺北市,大安區,仁愛路三段
106090,106,臺北市,大安區,仁愛路三段
106091,106,臺北市,大安區,大安路一段
106092,106,臺北市,大安區,大安路一段
106093,106,臺北市,大安區,信義路三段
106094,106,臺北市,大安區,信義路三段
106095,106,臺北市,大安區,大安路一段
106096,106,臺北市,大安區,四維路
106097,106,臺北市,大安區,大安路二段
106098,106,臺北市,大安區,大安路二段
106099,106,臺北市,大安區,大安路二段
106100,106,臺北市,大安區,四維路
106101,106,臺北市,大安區,和平東路二段
106102,106,臺北市,大安區,四維路
106103,106,臺北市,大安區,和平東路二段
106201,106,臺北市,大安區,愛國東路
106202,106,臺北市,大安區,金華街
106203,106,臺北市,大安區,和平東路一段
106204,106,臺北市,大安區,和平東路一段
106205,106,臺北市,大安區,新生南路二段
106206,106,臺北市,大安區,新生南路二段
106207,106,臺北市,大安區,新生南路二段
106208,106,臺北市,大安區,新生南路二段
106209,106,臺北市,大安區,和平東路一段
106210,106,臺北市,大安區,建國南路二段
106211,106,臺北市,大安區,信義路三段
106212,106,臺北市,大安區,復興南路二段
106213,106,臺北市,大安區,辛亥路二段
106214,106,臺北市,大安區,和平東路二段
106216,106,臺北市,大安區,羅斯福路四段
106217,106,臺北市,大安區,基隆路二段
106218,106,臺北市,大安區,辛亥路三段
106219,106,臺北市,大安區,辛亥路三段
106220,106,臺北市,大安區,長興街
